Resource,APTGroup,Entry Point,Language,Library
64e4ac8b9ea2f050933b7ec76a55dd04e97773b4,APT 19,45264,['ENGLISH US'],"['nicm.sys', 'ntoskrnl.exe']"
3919d55aeb17ea27eba15dfe92822cdff03349ac,APT 30,28368,[],"['ADVAPI32.dll', 'KERNEL32.DLL', 'MSVCRT.dll']"
43a563634a92ffd6bb6ae3ef5f47828efa666578,Gorgon Group,74879,"['NEUTRAL', 'ENGLISH US']","['MSVCP60.dll', 'gdiplus.dll', 'urlmon.dll', 'WINMM.dll', 'WININET.dll', 'GDI32.dll', 'ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'SHELL32.dll', 'SHLWAPI.dll', 'WS2_32.dll', 'USER32.dll']"
f0f512b0ed625b9eddae9540e4d8e56750d79aca,Dark Hotel,9664,['KOREAN'],"['iphlpapi.dll', 'WININET.dll', 'SHELL32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'ADVAPI32.dll', 'SHLWAPI.dll', 'WS2_32.dll', 'USER32.dll']"
f5ee8fe0a8d8b76a3b292b357dee72a5aa020512,Gorgon Group,573236,"['NEUTRAL', 'ENGLISH US']","['version.dll', 'winmm.dll', 'gdi32.dll', 'kernel32.dll', 'oleaut32.dll', 'advapi32.dll', 'ole32.dll', 'user32.dll', 'comctl32.dll']"
f2b4b1605360d7f4e0c47932e555b36707f287be,APT 29,6499,['ENGLISH US'],"['SHELL32.dll', 'KERNEL32.dll']"
338001e7d3e09cd62c6b58090af1d9dc293c86b3,Winnti,1524779,['ENGLISH US'],"['VERSION.dll', 'GDI32.dll', 'DNSAPI.dll', 'SHELL32.dll', 'KERNEL32.dll', 'Secur32.dll', 'WTSAPI32.dll', 'NETAPI32.dll', 'ADVAPI32.dll', 'ole32.dll', 'SHLWAPI.dll', 'WS2_32.dll', 'PSAPI.DLL', 'USER32.dll', 'USERENV.dll']"
b90ac3e58ed472829e2562023e6e892d2d61ac44,APT 30,14422,"['NEUTRAL DEFAULT', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WSOCK32.dll', 'SHELL32.dll', 'MFC42.DLL', 'USER32.dll']"
ac61a299f81d1cff4ea857afd1b323724aac3f04,APT 28,10342,['ENGLISH US'],"['urlmon.dll', 'WININET.dll', 'CRYPT32.dll', 'KERNEL32.dll', 'OLEAUT32.dll', 'SHELL32.dll', 'USER32.dll']"
26ac3297b4901e9ebe6fa18adab104d1e1191e50,Equation Group,54299,"['NEUTRAL', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
b579845c223331fea9dfd674517fa4633082970e,APT 29,35307,"['NEUTRAL', 'ENGLISH US']","['KERNEL32.dll', 'USER32.dll']"
666099b9b15c59c7053ab945aca992ed8f8e8978,Winnti,26020,['ENGLISH US'],"['ADVAPI32.dll', 'KERNEL32.dll', 'WS2_32.dll', 'DNSAPI.dll']"
76fa2552411430ad9312ecb8fc35e652ac5f6631,APT 1,5948,['CHINESE SIMPLIFIED'],"['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll']"
43651659e1a0c0fc7f0338fd5eb603eaa18b26b6,Gorgon Group,,[],[]
fb878942d6cb835aa0428fd45f958014d7e701ba,Equation Group,54299,"['NEUTRAL', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
b96bc48d66a6bad429d08c8d9ea10e4e6cd664c1,Gorgon Group,569806,['NEUTRAL'],['mscoree.dll']
6b9c04169fab46f58a8bd6160e0dd1110f9671aa,Winnti,14632,['ENGLISH US'],"['KERNEL32.dll', 'ole32.dll', 'USER32.dll']"
842b0759b5796979877a2bac82a33500163ded67,APT 28,30561,['ENGLISH US'],"['urlmon.dll', 'WININET.dll', 'CRYPT32.dll', 'ADVAPI32.dll', 'KERNEL32.dll', 'OLEAUT32.dll', 'SHELL32.dll', 'WS2_32.dll', 'USER32.dll']"
30b377e7dc2418607d8cf5d01ae1f925eab2f037,APT 29,8204,[],[]
db7febb4d758fbc8decfb1ac7923c9bdd3a57cd0,Gorgon Group,,[],[]
0b336d074cdea06e087399eb7e5907a1c2e612e6,Gorgon Group,,[],[]
5a5af7e88baf7c6973ea4009f9fb7dc400cb7709,APT 30,25662,"['NEUTRAL DEFAULT', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'WSOCK32.dll', 'SHELL32.dll', 'ole32.dll', 'USER32.dll']"
8af9f847febf8804a7f6f26ddf3baff98d94b847,Equation Group,54299,"['NEUTRAL', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
d3d9f4062b037f828a0f03a7a83c848fb0d62dd7,Equation Group,54299,"['NEUTRAL', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
b6f2379a54abec5c301cb063107ebce4f9326b54,Gorgon Group,,[],[]
03c356c47f8cc77726a4eba42a79c3f875f5ac0e,Equation Group,54299,"['NEUTRAL', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
aa7cf4f1269fa7bca784a18e5cecab962b901cc2,APT 29,11361,['NEUTRAL'],"['KERNEL32.dll', 'USER32.dll', 'MSVCR90.dll']"
8de3d9b2f382110feb3276c5a1bd22f472b9b59b,Dark Hotel,10845,[],"['iphlpapi.dll', 'WININET.dll', 'KERNEL32.DLL', 'MSVCRT.dll', 'ADVAPI32.dll', 'WS2_32.dll', 'USER32.dll']"
347c693ac2a013945b2f6e42f57be3ad08c38e84,APT 10,5360,"['NEUTRAL', 'ENGLISH US']","['WS2_32.dll', 'KERNEL32.dll', 'msvcr100.dll']"
b4caf64b954ef0162a658109e01d5a13c2c2540c,Gorgon Group,,[],[]
f621ec1b363e13dd60474fcfab374b8570ede4de,APT 29,11935,"['NEUTRAL', 'ENGLISH US']","['OPENGL32.dll', 'KERNEL32.dll', 'GDI32.dll', 'USER32.dll']"
cb3a83fc24c7b6b0b9d438fbf053276cceaacd2e,APT 29,12300,[],[]
997718b5b73cb49a06219ebfc09c331ccc3cd38b,Gorgon Group,,[],[]
13df492660de3497d11808e1160463437c20c7c4,APT 21,,[],[]
aa59479dccb863926ace7d5a6d87e356eb9dad4a,APT 28,,[],[]
bd224865730ff72d960a8ea49be315fdc615edb3,APT 1,153828,['ENGLISH US'],"['CRYPT32.dll', 'DNSAPI.dll', 'KERNEL32.dll', 'Secur32.dll', 'ADVAPI32.dll', 'WS2_32.dll']"
e6efa0ccfddda7d7d689efeb28894c04ebc72be2,APT 30,32239,['ENGLISH US'],"['MPR.dll', 'ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WSOCK32.dll', 'NETAPI32.dll', 'SHELL32.dll', 'ole32.dll', 'SHLWAPI.dll']"
192b5ba67b87e366d92d187488c7746854e69eda,APT 1,5242,['CHINESE SIMPLIFIED'],"['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll']"
7efcaf16d4dab55533baeb48887a97d51c239ff6,Equation Group,54299,"['NEUTRAL', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
7589e991b0f47751d7fa3774490f0985f8a367e1,Dark Hotel,28090,['KOREAN'],"['GDI32.dll', 'SHELL32.dll', 'KERNEL32.dll', 'WINSPOOL.DRV', 'ADVAPI32.dll', 'ole32.dll', 'USER32.dll', 'COMCTL32.dll']"
f22864e2531c8a129fe96e2f0725cb33471b0bfe,Gorgon Group,105134,"['GERMAN', 'NEUTRAL']",['mscoree.dll']
f325970fd24bb088f1befdae5788152329e26bf3,APT 28,11254,['ENGLISH US'],"['ADVAPI32.dll', 'KERNEL32.dll', 'SHLWAPI.dll', 'USER32.dll']"
9056e27da701674bf112704308dd7b6815117d68,APT 21,8552,[],"['MSVCP60.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'netmgr.dll', 'SHELL32.dll', 'ole32.dll']"
80b4da480ec6a6e3c53e1eff15c290411a7b14e2,Gorgon Group,,[],[]
22babf34c34cb8ba9e0328da74507dbf7c7c0010,Gorgon Group,,[],[]
f4f35e783cbd35d8aa187ab0b575095225adc2fb,APT 1,21049,['ENGLISH US'],"['ADVAPI32.dll', 'KERNEL32.dll', 'WININET.dll', 'MSVCR90.dll']"
83d882d72f8d67e8e64bbfe9d45214d69ac7b27f,APT 30,8334,[],"['ADVAPI32.dll', 'KERNEL32.DLL', 'MSVCRT.dll']"
c50d07e289821b8c67aa96ae55d8c082cde4a817,APT 1,58270,['ENGLISH US'],"['ADVAPI32.dll', 'KERNEL32.dll', 'WS2_32.dll', 'WININET.dll', 'urlmon.dll']"
df81b2f577aa544311eea4729ccdcb68c0944365,APT 1,26893,[],"['MSVCP60.dll', 'WININET.dll', 'SHELL32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'ADVAPI32.dll', 'WS2_32.dll']"
3a6b86ce5374ecb572b36849fed0d6b2e4103afe,Gorgon Group,587912,"['NEUTRAL', 'FRENCH', 'NEUTRAL SYS DEFAULT', 'ENGLISH US']","['gdiplus.dll', 'winmm.dll', 'gdi32.dll', 'kernel32.dll', 'oleaut32.dll', 'netapi32.dll', 'ntdll.dll', 'WS2_32.DLL', 'URLMON.DLL', 'SHFolder.dll', 'advapi32.dll', 'ole32.dll', 'ntdll', 'version.dll', 'wininet.dll', 'AVICAP32.DLL', 'shell32.dll', 'wsock32.dll', 'comctl32.dll', 'SHELL32.DLL', 'user32.dll', 'msacm32.dll']"
368e87b5883cef66a829e68e3d6f3d89556c7908,Winnti,1978368,['CHINESE SIMPLIFIED'],"['kernel32.dll', 'comctl32.dll']"
cd9f95c4e9d60e552954aa5adf9669f4ab85e011,Gorgon Group,387032,"['NEUTRAL', 'ENGLISH US']","['comdlg32.dll', 'version.dll', 'gdi32.dll', 'kernel32.dll', 'oleaut32.dll', 'advapi32.dll', 'user32.dll', 'comctl32.dll']"
f506ed2a1c98ea0305b8cba2517c017334edcf62,Gorgon Group,4924,"['NEUTRAL', 'CHINESE SIMPLIFIED']",['MSVBVM60.DLL']
b3032241f87d06c0c3981d3eb983cddb378a4f60,Equation Group,54299,"['NEUTRAL', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
75ff0ed3e3937ac723ded954308f0473ee576772,Equation Group,54299,"['NEUTRAL', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
69a0616c005a49fdfd1a0f18cfe87eb5bacae623,APT 1,22773,"['ENGLISH US', 'CHINESE SIMPLIFIED']","['SHELL32.dll', 'KERNEL32.dll', 'WININET.dll', 'USER32.dll']"
a389e6257b37d1a3b2b284190e3712dd726ff848,Gorgon Group,,[],[]
5b9653ab3f37af51fa8b9bba574214253475ea0d,Gorgon Group,,[],[]
1ebf80d74eadce84e0d7d2bd3f5470dfb0b5a21b,Gorgon Group,633188,"['PORTUGUESE BRAZILIAN', 'NEUTRAL', 'ENGLISH US']","['comdlg32.dll', 'version.dll', 'winmm.dll', 'wininet.dll', 'gdi32.dll', 'advapi32.dll', 'kernel32.dll', 'shfolder.dll', 'oleaut32.dll', 'shell32.dll', 'ole32.dll', 'comctl32.dll', 'user32.dll', 'wsock32.dll']"
399e24a1f52ae3d167c34bb09301b5c342350934,Gorgon Group,4096,['NEUTRAL'],"['GDI32.dll', 'KERNEL32.DLL', 'MSVCRT.dll', 'SHELL32.dll', 'OLE32.dll', 'SHLWAPI.dll', 'USER32.dll', 'COMCTL32.dll']"
543d3fe7fba9c5a3244760a5fdd245d2874e953f,APT 1,14511,['CHINESE SIMPLIFIED'],"['urlmon.dll', 'WININET.dll', 'ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'Secur32.dll', 'SHELL32.dll', 'USER32.dll', 'USERENV.dll']"
1688b5418d6132091cc1726af3b765cf70a9c017,Equation Group,54299,"['NEUTRAL', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
07f8cbd1c5e5d534436d6ca8e1f8da9bb6625c8a,Gorgon Group,49486,"['GERMAN', 'NEUTRAL']",['mscoree.dll']
37f3fa6bd226838668b0ef7f34667865fb878d91,Dark Hotel,9776,['KOREAN'],"['iphlpapi.dll', 'WININET.dll', 'SHELL32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'ADVAPI32.dll', 'SHLWAPI.dll', 'WS2_32.dll', 'USER32.dll']"
c12ba804f0cc6b5455f8ede7e5874af63b22faf5,Equation Group,54299,"['NEUTRAL', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
6872a98371a6bd978ddfc7217ac0bb2a0e5df6d3,Gorgon Group,,[],[]
8ee1b9a665b4c4a71f98dac6a0b14330314991ef,Dark Hotel,46017,['ENGLISH US'],"['COMDLG32.dll', 'GDI32.dll', 'ADVAPI32.dll', 'KERNEL32.dll', 'OLEAUT32.dll', 'SHELL32.dll', 'ole32.dll', 'SHLWAPI.dll', 'USER32.dll', 'COMCTL32.dll']"
3b7ccbb02401a28fe976082e9370dd8591cc660d,Gorgon Group,643168,"['NEUTRAL', 'ENGLISH US']","['version.dll', 'gdi32.dll', 'KERNEL32.DLL', 'oleaut32.dll', 'advapi32.dll', 'user32.dll', 'comctl32.dll']"
b203360f3b89bab3872b99ac99df9deb4f8d843d,Winnti,8466,['CHINESE SIMPLIFIED'],"['ADVAPI32.dll', 'SHELL32.dll', 'KERNEL32.dll', 'MSVCRT.dll']"
aa373ddb5ab2bcd488fc19b4c28b2e837ce95751,APT 21,7526,[],"['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'USER32.dll']"
888fd746d6271b8a4c8b8860bf8baab923096efc,Winnti,16846,['CHINESE SIMPLIFIED'],"['SHELL32.dll', 'MSVCP60.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'USER32.dll']"
90dad7e643b866e852e76837c5dccdbbdbf0b09a,Equation Group,54299,"['NEUTRAL', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
3311297aa96c9ed1a9898d4da9457c09bb5e0cf0,Gorgon Group,,[],[]
a72d8cac1023867738f80b84c9af480c97166c4e,Gorgon Group,,[],[]
4d31dba07d732f47aed67fdf3867ac6546e9e7d2,Winnti,18335,[],"['ADVAPI32.dll', 'KERNEL32.dll', 'WS2_32.dll']"
8acfeea5875fe9ed2f3ed4fcd45481a42b24c044,Dark Hotel,45648,[],"['KERNEL32.dll', 'msvcrt.dll']"
c8dae001f0e0ba2a9ec5c2e39115a264954add7d,Gorgon Group,445488,"['NEUTRAL', 'ENGLISH US']","['oleaut32.dll', 'comdlg32.dll', 'version.dll', 'gdi32.dll', 'kernel32.dll', 'winspool.drv', 'advapi32.dll', 'user32.dll', 'comctl32.dll']"
469c3600fa75684f6367b13ebcd54f0c4a0db5ee,APT 21,13001,['ENGLISH US'],"['ADVAPI32.dll', 'KERNEL32.dll', 'USER32.dll']"
f60973d256757c057b5e40ae0a5631ad314ab981,APT 1,13202,['ENGLISH US'],"['urlmon.dll', 'WININET.dll', 'ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'Secur32.dll', 'SHELL32.dll', 'USERENV.dll']"
d85e44d386315b0258847495be1711450ac02d9f,APT 28,30678,['ENGLISH US'],"['urlmon.dll', 'WININET.dll', 'CRYPT32.dll', 'ADVAPI32.dll', 'KERNEL32.dll', 'OLEAUT32.dll', 'SHELL32.dll', 'USER32.dll']"
6edb07f29a3052b29a0bb3b0cc692005bc932946,APT 1,11788,['CHINESE SIMPLIFIED'],"['SHELL32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WININET.dll', 'USER32.dll']"
68064fc152e23d56e541714af52651cb4ba81aaf,APT 28,,[],[]
78936304a7ee6033daf5c0ef702b70aaf6108d14,Gorgon Group,,[],[]
b3ed48e91bfbee64756457911fe44ac425d7e0e6,APT 30,24558,"['NEUTRAL DEFAULT', 'ENGLISH US']","['ADVAPI32.dll', 'SHELL32.dll', 'KERNEL32.dll', 'WSOCK32.dll', 'USER32.dll']"
31ab6830f4e39c2c520ae55d4c4bffe0b347c947,APT 29,8204,[],[]
6df5b4b3da0964153bad22fb1f69483ae8316655,APT 30,32239,['ENGLISH US'],"['MPR.dll', 'SHELL32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WSOCK32.dll', 'NETAPI32.dll', 'ADVAPI32.dll', 'ole32.dll', 'SHLWAPI.dll']"
6340e3f87d46fd91a9b2ed1f3cf841da9ec16408,APT 1,11126,[],"['urlmon.dll', 'WININET.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'Secur32.dll', 'ADVAPI32.dll']"
93ee1c714fad9cc1bf2cba19f3de9d1e83c665e2,APT 29,31931,"['NEUTRAL', 'ENGLISH US']","['KERNEL32.dll', 'OLEAUT32.dll', 'ADVAPI32.dll', 'ole32.dll', 'SHLWAPI.dll', 'USER32.dll']"
8332caaad5b4cfb9a3e576aa0d494a40de24860c,Gorgon Group,,[],[]
51ae516792570bcd069a657c27859cd3fdc07d00,APT 28,682788,"['NEUTRAL', 'ENGLISH US']","['mpr.dll', 'version.dll', 'wininet.dll', 'gdi32.dll', 'shell32.dll', 'kernel32.dll', 'oleaut32.dll', 'netapi32.dll', 'advapi32.dll', 'user32.dll', 'comctl32.dll']"
754e53e33f2745bc86b98a27bdb837d083356780,Gorgon Group,,[],[]
9d9edb994770b482c69c867c1fa3cd5c4945539d,Winnti,5344,[],"['HAL.dll', 'ntoskrnl.exe']"
d6cb1280b1817cdb09d56c37179107d388c7270f,Dark Hotel,1064479,"['KOREAN', 'ENGLISH US']","['USER32.dll', 'COMDLG32.dll', 'IMM32.dll', 'WINSPOOL.DRV', 'IPHLPAPI.DLL', 'WINMM.dll', 'oledlg.dll', 'WININET.dll', 'GDI32.dll', 'MSIMG32.dll', 'ADVAPI32.dll', 'KERNEL32.dll', 'gdiplus.dll', 'OLEAUT32.dll', 'SHELL32.dll', 'ole32.dll', 'SHLWAPI.dll', 'OLEACC.dll', 'COMCTL32.dll']"
7a708494c1bbfdec2bcaaa574e3a9a49287269fc,Equation Group,54299,"['NEUTRAL', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
83b627051f86eb7f79e5079dfd4535f05c0cfbf0,Gorgon Group,,[],[]
64642cd6fe6c9efdae149a61accea9977db64a44,Gorgon Group,,[],[]
2c5e347083b77c9ead9e75d41e2fabe096460bba,APT 30,28304,[],"['ADVAPI32.dll', 'KERNEL32.DLL', 'MSVCRT.dll']"
d32c2ac603ed7b66d29200d0aa4f5aefe3a08ae6,Energetic Bear,140242,['ENGLISH US'],"['WININET.dll', 'CRYPT32.dll', 'KERNEL32.dll', 'ADVAPI32.dll', 'ole32.dll', 'USER32.dll']"
e957878a0ff294371364a2d9dbf73db23282499d,Winnti,8652,['ENGLISH US'],['KERNEL32.dll']
f73cbc09b638dbb3933599db5b2fe7e259b18784,Gorgon Group,,[],[]
8602df40ff146be0d302035b02b69ba8b0686d61,Winnti,9948,['ENGLISH US'],['KERNEL32.dll']
d160e519632ee61bd3ab5e88101beba318164254,Winnti,151463,"['ENGLISH US', 'CHINESE SIMPLIFIED']","['USERENV.dll', 'WININET.dll', 'KERNEL32.dll', 'WSOCK32.dll', 'ADVAPI32.dll', 'SHLWAPI.dll', 'USER32.dll', 'WTSAPI32.dll']"
9a6ca0c9a98d833c308950ab0c3909438a11dc15,Gorgon Group,396884,"['NEUTRAL', 'ENGLISH US']","['comdlg32.dll', 'version.dll', 'gdi32.dll', 'kernel32.dll', 'oleaut32.dll', 'advapi32.dll', 'user32.dll', 'comctl32.dll']"
ef2bbadfd4b2c7ecc9cae5d9e281b701baa3c170,Equation Group,54299,"['NEUTRAL', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
975f80aa1f6158e4670c216eb7bb0dcfcec48c6b,Dark Hotel,8152,['KOREAN'],"['GDI32.dll', 'ADVAPI32.dll', 'KERNEL32.dll', 'WINSPOOL.DRV', 'SHELL32.dll', 'ole32.dll', 'USER32.dll', 'COMCTL32.dll']"
3794d50471d7a937241efa60e0b847c65e54c4c8,APT 1,14511,['CHINESE SIMPLIFIED'],"['urlmon.dll', 'WININET.dll', 'ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'Secur32.dll', 'SHELL32.dll', 'USER32.dll', 'USERENV.dll']"
b46473ef46101578004a693b800399c2b9aede45,Gorgon Group,,[],[]
04d0904887ed38e4c761c81f79947255253676ea,Gorgon Group,,[],[]
600dd745c3cac95c5e9cf65481ea8959cb2f6167,Equation Group,54299,"['NEUTRAL', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
cdcfde4c59df96cf61dc32c26ba5d083e1d5e0f9,APT 10,25285,['ENGLISH US'],"['KERNEL32.dll', 'USER32.dll']"
998f9908768edd3652fec811589199fe7dae928b,Equation Group,54299,"['NEUTRAL', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
b27ea28e772fbc6b7f80b75b2ba6d32b39d6f256,APT 21,6824,['CHINESE SIMPLIFIED'],"['SHELL32.dll', 'MSVCP60.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'ole32.dll']"
b6eab6a8dce6be32bba2be2883d20deec7dcd6e7,Winnti,382317,"['ENGLISH US', 'CHINESE SIMPLIFIED']","['imagehlp.dll', 'ADVAPI32.dll', 'KERNEL32.dll', 'SHELL32.dll', 'SHLWAPI.dll', 'USER32.dll', 'WINHTTP.dll']"
44756e08841eb0afffd2afb8e3681359c060574c,Gorgon Group,,[],[]
8953f3f31d2bf5f4f0acc5fc1bf9cd0b573354e0,Gorgon Group,,[],[]
565a1b0b23f7c8f8e89030bc13b51e80df264a13,APT 1,10940,['ENGLISH US'],"['urlmon.dll', 'WININET.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'Secur32.dll', 'ADVAPI32.dll']"
12a25abebc99fa1dcf5d05587f7d8af7323f51d2,Gorgon Group,475988,"['NEUTRAL', 'ENGLISH US']","['comdlg32.dll', 'version.dll', 'gdi32.dll', 'kernel32.dll', 'oleaut32.dll', 'advapi32.dll', 'user32.dll', 'comctl32.dll']"
94bac6bdb3d2aa3b7dda94a9ddf505a8e67bb75a,APT 1,15796,[],"['ADVAPI32.dll', 'SHELL32.dll', 'KERNEL32.dll', 'MSVCRT.dll']"
4eb8068ec34f20264695f8fa22c83b0f3d9d9d2c,Gorgon Group,6020,"['NEUTRAL', 'ENGLISH US']",['MSVBVM60.DLL']
db30371b3e66969d3304327d2fbbd4f050da2903,Winnti,9782,[],"['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
764add69922342b8c4200d64652fbee1376adf1c,APT 29,103971,['NEUTRAL'],"['KERNEL32.dll', 'USER32.dll']"
ffdbf9aae672375cdb0aa6df2bab22549915d22f,Energetic Bear,140242,['ENGLISH US'],"['WININET.dll', 'CRYPT32.dll', 'KERNEL32.dll', 'ADVAPI32.dll', 'ole32.dll', 'USER32.dll']"
7010a3ed73006729313dee850eaf019c7461e8f5,APT 21,9863,[],"['SHELL32.dll', 'MSVCP60.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'ole32.dll']"
50fb92c30346be3bbd7ab6bc0cdb260baaa0f91d,Winnti,19118,[],"['GDI32.dll', 'ADVAPI32.dll', 'KERNEL32.dll', 'SHELL32.dll', 'SHLWAPI.dll', 'USER32.dll', 'WINHTTP.dll']"
87a6829225426da664514055d663ea0b329e5fd2,APT 1,15780,[],"['ADVAPI32.dll', 'SHELL32.dll', 'KERNEL32.dll', 'MSVCRT.dll']"
f86f492310de65032209d15011c395bfdd5fd27e,Gorgon Group,,[],[]
ee1183fcf26263d45ec1c26ddeccf36ce64b5a25,APT 1,31814,[],"['ADVAPI32.dll', 'KERNEL32.dll', 'WININET.dll']"
3cf3c8d4d3af5eb16aa9ff19626d3516bb3ef2af,Dark Hotel,8486,[],"['WININET.dll', 'ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'SHELL32.dll', 'PSAPI.DLL', 'SHLWAPI.dll', 'WS2_32.dll', 'USER32.dll']"
c11f9e5bf67bbd1e8b4dd6f2bce870ff77ff0de1,APT 10,20404,"['TURKISH DEFAULT', 'CHINESE SIMPLIFIED']","['MFC42.DLL', 'KERNEL32.dll', 'MSVCRT.dll', 'GDI32.dll', 'USER32.dll']"
47463412daf0b0a410d3ccbb7ea294db5ff42311,APT 30,32239,['ENGLISH US'],"['MPR.dll', 'SHELL32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WSOCK32.dll', 'NETAPI32.dll', 'ADVAPI32.dll', 'ole32.dll', 'SHLWAPI.dll']"
0ff7ce34841c03c876b141c1f46d0ff2519889cc,APT 29,86288,['RUSSIAN'],"['CRYPT32.dll', 'ADVAPI32.dll', 'KERNEL32.DLL', 'Secur32.dll', 'OLEAUT32.dll', 'SHELL32.dll', 'RPCRT4.dll', 'ole32.dll', 'WS2_32.dll', 'USER32.dll', 'WTSAPI32.dll']"
1b9754a3f9ff90fb6b39a503981561bcb72b9ab1,APT 10,35774,"['TURKISH DEFAULT', 'CHINESE SIMPLIFIED']","['MSVCP60.dll', 'GDI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'MFC42.DLL', 'USER32.dll']"
8b5aeae24f4054abdf382546b44f7dd90d1f1927,Equation Group,54299,"['NEUTRAL', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
843997b36ed80d3aeea3c822cb5dc446b6bfa7b9,APT 30,44095,[],"['MPR.dll', 'ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'SHELL32.dll', 'ole32.dll', 'SHLWAPI.dll', 'WS2_32.dll', 'USER32.dll']"
ed1078869941db13e29791132f4350d7bdfa2209,APT 21,12558,"['ENGLISH US', 'CHINESE SIMPLIFIED']","['ADVAPI32.dll', 'KERNEL32.dll', 'USER32.dll']"
154669ce22c0b29af28e0677bc65c43fc35cdd6a,APT 10,,[],[]
8a306ce9b280c4f5c0cca51dc3512812a38fb2e4,Winnti,8098,['CHINESE SIMPLIFIED'],"['ADVAPI32.dll', 'SHELL32.dll', 'KERNEL32.dll', 'MSVCRT.dll']"
337883f66bf4c20cc53be6de5447e028d2dedf08,APT 1,10940,['ENGLISH US'],"['urlmon.dll', 'WININET.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'Secur32.dll', 'ADVAPI32.dll']"
76a9e1764132935157fe2f059c05caf3d5bbde8e,Equation Group,54299,"['NEUTRAL', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
8033081d9325d8d5e42afb5fd2f220ba9295ecf9,Gorgon Group,,[],[]
